Import_Date,Item_Name,Brand_Name,Size,Order_Quantity
1/11/2022,Shank Apos D2C,Apos,P,3000
1/11/2022,Shank Apos D2C,Apos,P,2000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,L,1000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,R,1000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,Q,6000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,E,1000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,O,1000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,F,6000
1/13/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,N,1000
1/13/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,6000
1/13/2022,Panel EQ19 RUN #55178,Adidas,Q,6000
1/13/2022,Panel EQ19 RUN #55178,Adidas,Q,1000
1/13/2022,Panel EQ19 RUN #55178,Adidas,Q,6000
1/13/2022,Shank (Plate) Adizero Pro V2 #AD-52582,Adidas,Q,6000
1/14/2022,Heel Counter C4003R,Adidas,A,6000
1/14/2022,Heel counter C9004R,Adidas,A,1000
1/14/2022,Heel counter C9004R,Adidas,A,10000
1/14/2022,Heel Counter TS030,Puma,A,10000
1/14/2022,Heel Counter TS030,Puma,A,10000
1/14/2022,Heel Counter TS030,Puma,A,10000
1/14/2022,Heel counter TS033,Puma,A,10000
1/14/2022,Outsole Future MG #FB1095,Puma,Q,5000
1/14/2022,Outsole Future MG #FB1095,Puma,Q,15000
1/14/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,15000
1/14/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,15000
1/17/2022,Midsole Climawarm T&P #57531,Adidas,N,5000
1/17/2022,Outsole Pace Mx SG.1.2 #FB1066,Puma,Q,5000
1/18/2022,Heel counter TS042,Puma,A,5000
1/18/2022,Midsole Climawarm T&P #57531,Adidas,Q,5000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,4000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,4000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,M,4000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,4000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,N,30000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,E,5000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,O,5000
1/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,5000
1/20/2022,Outsole Tekela 4 FG #PFG004,NB,D,5000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,D,15000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,R,5000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,Q,10000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,F,4000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,O,4000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,P,4000
1/20/2022,Outsole Tekela V2 FG #PFG001,NB,E,4000
1/20/2022,Panel EQ19 RUN #55178,Adidas,N,4000
1/20/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,10000
1/20/2022,TPU Cage Ultra Boost 5.0 DNA C #AD-58700,Adidas,K,3000
1/20/2022,TPU Cage Ultra Boost 5.0 DNA C #AD-58700,Adidas,C,7000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,5000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/20/2022,TPU Lateral & Medial #BBKLV3,NB,R,3000
1/21/2022,Outsole Future MG #FB1095,Puma,R,3000
1/21/2022,Outsole Future MG #FB1095,Puma,P,3000
1/21/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,3000
1/22/2022,Outsole Wire 8 #40534,Brooks,F,2000
1/22/2022,Outsole Wire 8 #40534,Brooks,N,6000
1/22/2022,Outsole Wire 8 #40534,Brooks,O,60000
1/22/2022,Outsole Wire 8 #40534,Brooks,P,6000
1/24/2022,Bottom Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,6000
1/24/2022,Bottom Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,42000
1/24/2022,Bottom Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,3000
1/24/2022,Outsole Furon 6 FG #PFG002,NB,P,7000
1/24/2022,Second Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,1000
1/24/2022,Second Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,5000
1/24/2022,Second Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,Q,5000
1/25/2022,Outsole Future MxSG #FB1089,Puma,Q,5000
1/25/2022,Outsole Future MxSG #FB1089,Puma,Q,5000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,5000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,10000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,10000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,20000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,27000
1/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,7000
1/25/2022,Panel EQ19 RUN #55178,Adidas,N,9000
1/25/2022,Panel EQ19 RUN #55178,Adidas,N,11000
1/25/2022,Panel EQ19 RUN #55178,Adidas,Q,15000
1/26/2022,Insole Board JV8-0425-1,NB,P,21000
1/26/2022,Outsole Future MG #FB1095,Puma,Q,22000
1/26/2022,Outsole Future MG #FB1095,Puma,Q,15000
1/26/2022,Outsole Future MG #FB1095,Puma,Q,40000
1/26/2022,Outsole Future MG #FB1095,Puma,Q,20000
1/26/2022,Outsole Future MG #FB1095,Puma,Q,20000
1/26/2022,Outsole Quickframe 2.0 #43685,Other,E,10000
1/26/2022,Outsole Quickframe 2.0 #43685,Other,R,10000
1/26/2022,Panel EQ19 RUN #55178,Adidas,Q,10000
1/27/2022,Outsole Future MxSG #FB1089,Puma,Q,7000
1/27/2022,Outsole Future MxSG #FB1089,Puma,P,10000
1/27/2022,Outsole Future MxSG #FB1089,Puma,R,10000
1/27/2022,Outsole Future MxSG #FB1089,Puma,D,10000
1/27/2022,Outsole Future MxSG #FB1089,Puma,D,12000
1/27/2022,Outsole Future MxSG #FB1089,Puma,Q,12000
1/27/2022,Outsole Future MxSG #FB1089,Puma,O,12000
1/27/2022,Outsole Future MxSG #FB1089,Puma,O,12000
1/27/2022,Outsole Future MxSG #FB1089,Puma,E,6000
1/27/2022,Outsole Future MxSG #FB1089,Puma,E,3000
1/27/2022,Outsole Future MxSG #FB1089,Puma,P,20000
1/27/2022,Outsole Future MxSG #FB1089,Puma,R,50000
1/27/2022,Outsole NB#MB3000V4,NB,R,1000
1/27/2022,Outsole NB#MB3000V4,NB,R,1000
1/27/2022,Outsole NB#MB3000V4,NB,R,1000
1/27/2022,Outsole NB#MB3000V4,NB,O,1000
1/27/2022,Outsole NB#MB3000V4,NB,O,1000
1/27/2022,Outsole Olympic Plate #AD-06636,Other,Q,1000
1/27/2022,TPU BB2WXYV3,NB,V,1000
1/28/2022,Outsole Evo Speed 5 NG FG J´s#FB1017,Puma,L,60000
1/28/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,5000
1/28/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,30000
1/28/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,30000
1/28/2022,Outsole Future FG-AG #FB1118,Puma,Q,7000
1/28/2022,Outsole Future FG-AG #FB1118,Puma,Q,24000
1/28/2022,Outsole Future MG #FB1095,Puma,Q,4000
1/28/2022,Outsole Future MG #FB1095,Puma,Q,4000
1/28/2022,Outsole Future MG #FB1095,Puma,Q,4000
1/28/2022,Outsole Future MG #FB1095,Puma,Q,4000
1/28/2022,Outsole Future MG Jr #FB1096,Puma,L,4000
1/28/2022,Outsole Future MG Jr #FB1096,Puma,L,33000
1/28/2022,Outsole Future MxSG #FB1119,Puma,Q,15000
1/28/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,7000
2/7/2022,Outsole Furon 6 FG #PFG002,NB,R,7000
2/7/2022,Outsole NB Composite COMPV1,NB,R,3000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,R,7000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,R,3000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,P,5000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,E,5000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,F,7000
2/7/2022,Outsole Tekela 4 FG #PFG004,NB,O,1000
2/7/2022,Panel EQ19 RUN #55178,Adidas,N,15000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,600000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,200000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,200000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,20000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,18000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,23000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,8000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,20000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,20000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,20000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,2000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,1000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,1000
2/8/2022,Outsole ELMN8 V7 #40533,Brooks,R,1000
2/8/2022,Outsole Ultra FG #FB1106 P3,Puma,L,1000
2/8/2022,Outsole Ultra FG #FB1106 P3,Puma,N,1000
2/8/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,1000
2/8/2022,Outsole Ultra FG #FB1106 P4,Puma,L,1000
2/8/2022,Outsole Ultra FG #FB1106 P4,Puma,N,5000
2/8/2022,Outsole Ultra FG Jr #FB1107,Puma,N,20000
2/8/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,20000
2/8/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,20000
2/8/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,4000
2/9/2022,Midsole Climawarm T&P #57531,Adidas,Q,-5000
2/9/2022,Midsole Climawarm T&P #57531,Adidas,Q,300000
2/9/2022,Midsole Climawarm T&P #57531,Adidas,Q,300000
2/9/2022,Midsole Climawarm T&P #57531,Adidas,Q,30000
2/9/2022,Midsole Climawarm T&P #57531,Adidas,Q,10000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,O,20000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,Q,10000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,Q,5000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,Q,10000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,O,10000
2/9/2022,Outsole Future FG-AG #FB1118,Puma,Q,10000
2/9/2022,Outsole Future MG #FB1095,Puma,Q,5000
2/9/2022,Outsole Future MxSG #FB1119,Puma,Q,7000
2/9/2022,Outsole Tekela 4 FG #PFG004,NB,P,4000
2/9/2022,Outsole Tekela 4 FG #PFG004,NB,O,15000
2/9/2022,Outsole Tekela 4 FG #PFG004,NB,E,15000
2/10/2022,Outsole Future MG #FB1095,Puma,Q,15000
2/10/2022,Shank Propelv4 #PROPELV4,NB,V,15000
2/10/2022,Shank Propelv4 #PROPELV4,NB,V,40000
2/10/2022,Shank Propelv4 #PROPELV4,NB,V,10000
2/10/2022,Shank Propelv4 #PROPELV4,NB,V,10000
2/11/2022,Heelcap Lego Vintro Boot C #59052-HC,Adidas,C,10000
2/11/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,10000
2/11/2022,Outsole NB#MB3000V4,NB,O,10000
2/11/2022,Outsole NB#MB3000V4,NB,P,10000
2/11/2022,Outsole NB#MB3000V4,NB,N,30000
2/11/2022,Outsole NB#MB3000V4,NB,Q,30000
2/11/2022,Outsole Wire 8 #40534,Brooks,M,45000
2/11/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,Q,45000
2/11/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,Q,50000
2/14/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,12000
2/14/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,12000
2/14/2022,Insole Board Speed Board Dual Density #ON048,Other,P,10000
2/14/2022,Insole Board Speed Board Dual Density #ON048,Other,R,20000
2/14/2022,Outsole Furon 3(Take Down) FG J´s #NSJ-FFG02TD,NB,C,20000
2/14/2022,Outsole Furon 3(Take Down) FG J´s #NSJ-FFG02TD,NB,C,5000
2/14/2022,Outsole Furon 6 FG #PFG002,NB,R,10000
2/14/2022,Outsole Furon 6 FG #PFG002,NB,R,3000
2/14/2022,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,K,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Color Chip_Testing,Other,Y,3000
2/15/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,3000
2/15/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,8000
2/15/2022,Outsole Future FG-AG #FB1118,Puma,O,8000
2/15/2022,Outsole Future FG-AG #FB1118,Puma,O,8000
2/15/2022,Outsole Future MG #FB1095,Puma,Q,8000
2/15/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,8000
2/15/2022,Outsole Puma PACE #FB1065,Puma,Q,4000
2/15/2022,Shank Deviate 2 #JO1162,Puma,M,15000
2/15/2022,Shank Deviate 2 #JO1162,Puma,P,50000
2/15/2022,Shank Propelv4 #PROPELV4,NB,V,5000
2/15/2022,Shank Propelv4 #PROPELV4,NB,V,5000
2/15/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,5000
2/16/2022,Midsole Climawarm T&P #57531,Adidas,Q,5000
2/16/2022,Outsole #PHG001,NB,R,5000
2/16/2022,Outsole Evo Speed 5 NG FG J´s#FB1017,Puma,L,5000
2/16/2022,Outsole Evospeed 3+4 i SG#FB396,Puma,R,4000
2/16/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,5000
2/16/2022,Outsole Furon 6 FG #PFG002,NB,R,5000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,5000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,5000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,5000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,4000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,4000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,20000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,20000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,10000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,O,10000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,20000
2/16/2022,Outsole Future FG-AG #FB1118,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG #FB1095,Puma,Q,20000
2/16/2022,Outsole Future MG Jr #FB1096,Puma,L,20000
2/16/2022,Outsole Future MG Jr #FB1096,Puma,L,20000
2/16/2022,Outsole Future MG Jr #FB1096,Puma,L,20000
2/16/2022,Outsole Future MxSG #FB1089,Puma,N,5000
2/16/2022,Outsole Future MxSG #FB1089,Puma,Q,20000
2/16/2022,Outsole Future MxSG #FB1089,Puma,P,20000
2/16/2022,Outsole Future MxSG #FB1089,Puma,M,20000
2/16/2022,Outsole Future MxSG #FB1089,Puma,L,-5000
2/16/2022,Outsole Future MxSG #FB1089,Puma,O,15000
2/16/2022,Outsole Future MxSG #FB1089,Puma,Q,11000
2/16/2022,Outsole Future MxSG #FB1089,Puma,L,16000
2/16/2022,Outsole Future MxSG #FB1089,Puma,O,16000
2/16/2022,Outsole Future MxSG #FB1089,Puma,N,54000
2/16/2022,Outsole Future MxSG #FB1089,Puma,R,206000
2/16/2022,Outsole Future MxSG #FB1089,Puma,P,228000
2/16/2022,Outsole Future MxSG #FB1089,Puma,N,36000
2/16/2022,Outsole Future MxSG #FB1089,Puma,M,206000
2/16/2022,Outsole Future MxSG #FB1119,Puma,Q,110000
2/16/2022,Outsole Future MxSG #FB1119,Puma,Q,165000
2/16/2022,Outsole Future MxSG #FB1119,Puma,Q,5000
2/16/2022,Outsole Future MxSG #FB1119,Puma,Q,30000
2/16/2022,Outsole Future MxSG #FB1119,Puma,Q,70000
2/16/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,15000
2/16/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,40000
2/16/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,5000
2/16/2022,Shank Climacool Vento #54551,Adidas,O,5000
2/16/2022,Test Plates NB,NB,Y,5000
2/16/2022,Test Plates NB,NB,Y,5000
2/16/2022,Test Plates NB,NB,Y,5000
2/16/2022,Test Plates NB,NB,Y,5000
2/16/2022,Test Plates NB,NB,Y,5000
2/17/2022,Insole Board Speed Board Cloud X2 #ON054-SB,ON Running,D,5000
2/17/2022,Insole Board Speed Board Cloud X2 #ON054-SB,ON Running,D,6000
2/17/2022,Insole Board X20 FG #11046,Adidas,R,4000
2/17/2022,Insole Board X20 FG #11046,Adidas,E,4000
2/17/2022,Insole Board X20 FG #11046,Adidas,M,3000
2/17/2022,Insole Board X20 FG #11046,Adidas,D,6000
2/17/2022,Insole Board X20 FG #11046,Adidas,D,1400000
2/17/2022,Insole Board X20 FG #11046,Adidas,O,1600000
2/17/2022,Insole Board X20 FG #11046,Adidas,E,200000
2/17/2022,Insole Board X20 FG #11046,Adidas,F,120000
2/17/2022,Insole Board X20 FG #11046,Adidas,Q,240000
2/17/2022,Insole Board X20 FG #11046,Adidas,E,18000
2/17/2022,Insole Board X20 FG #11046,Adidas,G,66000
2/17/2022,Insole Board X20 FG #11046,Adidas,R,53000
2/17/2022,Insole Board X20 FG #11046,Adidas,P,18000
2/17/2022,Insole Board X20 FG #11046,Adidas,F,6000
2/17/2022,Insole Board X20 FG #11046,Adidas,Q,6000
2/17/2022,Insole Board X20 FG #11046,Adidas,R,12000
2/17/2022,Midsole Climawarm T&P #57531,Adidas,Q,18000
2/17/2022,Midsole Climawarm T&P #57531,Adidas,N,18000
2/17/2022,Outsole #PHG001,NB,N,12000
2/17/2022,Outsole #PHG001,NB,P,18000
2/17/2022,Outsole #PHG001,NB,D,20000
2/17/2022,Outsole #PHG001,NB,Q,20000
2/17/2022,Outsole #PHG001,NB,R,6000
2/17/2022,Outsole #PHG001,NB,O,3000
2/17/2022,Outsole Agility SG#42663,Adidas,Q,3000
2/17/2022,Outsole NB Composite COMPV1,NB,R,10000
2/17/2022,Outsole NB#MB4040V4,NB,W,10000
2/17/2022,Outsole NB#MB4040V4,NB,W,6000
2/17/2022,Panel EQ19 RUN #55178,Adidas,N,6000
2/17/2022,Panel EQ19 RUN #55178,Adidas,N,5000
2/17/2022,Panel EQ19 RUN #55178,Adidas,Q,4000
2/17/2022,TPU BB2WXYV3,NB,F,2000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,F,6000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,Q,12000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,G,9000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,R,6000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,E,6000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,O,6000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,P,6000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,D,3000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,M,3000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,N,9000
2/18/2022,Outsole ELMN8 V7 #40533,Brooks,L,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,3000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,9000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,E,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,9000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,P,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,6000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,D,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,O,12000
2/18/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,6000
2/18/2022,Outsole Tekela 4 FG #PFG004,NB,R,12000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,18000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,18000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,18000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,R,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,P,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,R,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,O,20000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,E,200000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,O,200000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,P,30000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,D,45000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,E,100000
2/18/2022,Outsole Ultra FG #FB1106 P3,Puma,D,210000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,L,30000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,L,5000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,M,10000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,N,2000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,L,2000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,E,20000
2/18/2022,Outsole Ultra FG Jr #FB1107,Puma,K,12000
2/18/2022,Outsole Wire 8 #40534,Brooks,Q,15000
2/18/2022,Outsole Wire 8 #40534,Brooks,R,20000
2/18/2022,Outsole Wire 8 #40534,Brooks,P,6000
2/18/2022,Outsole Wire 8 #40534,Brooks,N,3000
2/18/2022,Outsole Wire 8 #40534,Brooks,G,3000
2/18/2022,Outsole Wire 8 #40534,Brooks,M,3000
2/18/2022,Outsole Wire 8 #40534,Brooks,O,20000
2/18/2022,Outsole Wire 8 #40534,Brooks,E,20000
2/18/2022,Outsole Wire 8 #40534,Brooks,F,10000
2/18/2022,Outsole Wire 8 #40534,Brooks,D,10000
2/19/2022,Shank Hyperion Rocket,Brooks,R,10000
2/21/2022,Shank Propelv4 #PROPELV4,NB,V,5000
2/21/2022,TPU BB2WXYV3,NB,I,10000
2/21/2022,TPU BB2WXYV3,NB,N,6000
2/21/2022,TPU BB2WXYV3,NB,Q,8000
2/21/2022,TPU BB2WXYV3,NB,O,3000
2/21/2022,TPU BB2WXYV3,NB,J,12000
2/21/2022,TPU BB2WXYV3,NB,F,5000
2/22/2022,Outsole #PHG001,NB,R,6000
2/22/2022,Outsole Furon 3 FG #NSM-FFG02,NB,R,6000
2/22/2022,Outsole Future FG-AG #FB1118,Puma,O,6000
2/22/2022,Outsole Future FG-AG #FB1118,Puma,O,6000
2/22/2022,Outsole Future FG-AG #FB1118,Puma,Q,6000
2/22/2022,Outsole Future FG-AG #FB1118,Puma,O,15000
2/22/2022,Outsole Future FG-AG #FB1118,Puma,Q,6000
2/22/2022,Outsole Future MG #FB1095,Puma,Q,6000
2/22/2022,Outsole Future MG #FB1095,Puma,Q,6000
2/22/2022,Outsole Future MxSG #FB1119,Puma,Q,15000
2/22/2022,Outsole Quickframe 2.0 #43685,Other,G,20000
2/22/2022,Outsole Quickframe 2.0 #43685,Other,F,18000
2/23/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,12000
2/23/2022,Insole Board JV8-0425-1,NB,G,1000
2/23/2022,Insole Board JV8-0425-1,NB,R,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,G,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,P,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,Q,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,D,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,E,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,R,3000
2/23/2022,Outsole Furon 3 FG TD #NSM-FFG02TD,NB,F,3000
2/23/2022,Outsole Furon 4/ Tekela 1 HG Js #NSJ-THG1,NB,L,3000
2/23/2022,Outsole Furon 6 FG #PFG002,NB,R,3000
2/23/2022,Outsole Game Changer Pro #FB1043,Puma,O,3000
2/23/2022,Outsole Game Changer SG#FB1044,Puma,O,3000
2/23/2022,Outsole Game Changer SG#FB1044,Puma,Q,3000
