Date,Item_Name,Brand_Name,Size,Order_Quantity,Category,New_Color
8/20/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
8/20/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
8/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,26,OS,NO
8/25/2021,Heel Counter 2135,Adidas,No.3(8-10),5,HC,NO
8/28/2021,Foot bed Climacool Vento #54551,Adidas,9-9.5,35,OS,NO
8/28/2021,Shank Climacool Vento #54551,Adidas,9-9.5,35,SHK,NO
9/1/2021,Midsole Climawarm T&P #57531,Adidas,8.5,9,Others,NO
9/1/2021,Outsole Future MG #FB1095,Puma,8-8.5,3,OS,NO
9/1/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,3,OS,NO
9/4/2021,Outsole Agility SG#42663,Adidas,9,2,OS,NO
9/4/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,30,OS,NO
9/8/2021,Outsole Agility SG#42663,Adidas,9,4,OS,NO
9/15/2021,Bandage MTBR Adilette V1.1,Adidas,9,30,Others,NO
9/15/2021,Heel Counter C4003R,Adidas,No.4(8-9),10,HC,NO
9/15/2021,Heel Counter C4003R,Adidas,No.2(5-6),10,HC,NO
9/15/2021,Heel Counter C4003R,Adidas,No.3(6.5-7.5),10,HC,NO
9/15/2021,Heel Counter C4003R,Adidas,No.6(11-12),10,HC,NO
9/15/2021,Heel Counter C4003R,Adidas,No.1(3.5-4.5),10,HC,NO
9/15/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),10,HC,NO
9/15/2021,Outsole MTBR Adilette V1.1,Adidas,9,30,OS,NO
9/17/2021,Heel Counter C4003R,Adidas,No.1(3.5-4.5),10,HC,NO
9/17/2021,Heel Counter C4003R,Adidas,No.2(5-6),10,HC,NO
9/17/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),10,HC,NO
9/17/2021,Heel Counter C4003R,Adidas,No.4(8-9),10,HC,NO
9/17/2021,Heel Counter C4003R,Adidas,No.3(6.5-7.5),10,HC,NO
9/17/2021,Heel Counter C4003R,Adidas,No.6(11-12),10,HC,NO
9/21/2021,Heel Counter C4003R,Adidas,No.8(14-15),10,HC,NO
9/23/2021,Outsole Aguero SG #FB1098,Puma,8,8,OS,NO
9/23/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,13,7,OS,NO
9/24/2021,Outsole Game Changer Pro #FB1043,Puma,9.5,4,OS,NO
9/24/2021,Outsole Game Changer Pro #FB1043,Puma,8.5,15,OS,NO
9/24/2021,Outsole Game Changer Pro #FB1043,Puma,13,8,OS,NO
9/24/2021,Outsole Game Changer Pro #FB1043,Puma,7.5,15,OS,NO
9/24/2021,Outsole Game Changer SG#FB1044,Puma,8.5,15,OS,NO
9/24/2021,Outsole Game Changer SG#FB1044,Puma,9.5,4,OS,NO
9/24/2021,Outsole Game Changer SG#FB1044,Puma,13,8,OS,NO
9/24/2021,Outsole Game Changer SG#FB1044,Puma,7.5,6,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,5,37,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,5.5,23,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,3,4,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,11.5,0,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,4.5,22,OS,NO
9/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,4,10,OS,NO
9/24/2021,Outsole Puma PACE #FB1065,Puma,11.5,7,OS,NO
9/25/2021,Heel Counter C4003R,Adidas,No.8(14-15),5,HC,NO
9/29/2021,Outsole FXG J’s#42146,Adidas,3-3.5,10,OS,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,4-4.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,7-7.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,10-10.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,6-6.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,11-11.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,9-9.5,5,Others,NO
9/29/2021,Panel EQ19 RUN #55178,Adidas,12-12.5,5,Others,NO
10/6/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7.5,1,OS,NO
10/7/2021,Heel counter C4002,Adidas,No.3(7.5-9),20,HC,NO
10/7/2021,Heel counter C4002,Adidas,No.2(5.5-7),20,HC,NO
10/11/2021,Disc R Curved 015600,Puma,complete set(40t),20,Others,NO
10/18/2021,Outsole Future FG-AG #FB1118,Puma,8-9.5,15,OS,NO
10/18/2021,Outsole Future FG-AG #FB1118,Puma,No.3(8-9.5),15,OS,NO
10/19/2021,Heel counter C 8-0114-M/W,NB,No.2(5.5-7),200,HC,NO
10/19/2021,Heel counter C 8-0114-M/W,NB,No.4(9.5-11),200,HC,NO
10/19/2021,Outsole #FB1079,Puma,7.5,2,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,12,5,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,6-6.5,15,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,9-9.5,10,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,11-11.5,10,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,7-7.5,10,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,13,5,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,10-10.5,15,OS,NO
10/19/2021,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,NO
10/22/2021,Heel Counter C4003R,Adidas,No.2(5-6),5,HC,NO
10/22/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,7.5,6,OS,NO
10/22/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,8,2,OS,NO
10/22/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,7.5,3,OS,NO
10/22/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,10.5,2,OS,NO
10/23/2021,Heel counter C9004R,,No.3(10.5K-11.5K),40,HC,NO
10/23/2021,Heel counter C9004R,,No.6(2-3),40,HC,NO
10/23/2021,Heelcap Response Super X #52910HT,Adidas,5-6,10,Others,NO
10/26/2021,Outsole #FB1079,Puma,7.5,4,OS,NO
10/26/2021,Outsole #MB4040V5,NB,M'S9-9.5/W's10.5-11,15,OS,NO
10/26/2021,Outsole Game Changer SG#FB1044,Puma,8.5,3,OS,NO
10/26/2021,Outsole Puma PACE #FB1065,Puma,11,9,OS,NO
10/26/2021,Outsole Puma PACE #FB1065,Puma,6.5,18,OS,NO
10/27/2021,Puma Twist Lock 015500,Puma,complete set,1000,Others,NO
10/27/2021,Puma Twist Lock 015500,Puma,complete set,5,Others,NO
10/28/2021,Insole board Apos4,Apos,13.5,3,IB,NO
10/29/2021,Outsole Future MxSG #FB1089,Puma,8,9,OS,NO
10/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7.5,5,OS,NO
10/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,7,OS,NO
10/29/2021,Outsole Game Changer Pro #FB1043,Puma,8,3,OS,NO
10/29/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,,79,OS,NO
10/29/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,1-1.5,8,OS,NO
10/29/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,2-2.5,6,OS,NO
10/29/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,2-2.5,57,OS,NO
10/29/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,5-5.5,8,OS,NO
11/1/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),200,HC,NO
11/2/2021,Outsole #FB1079,Puma,8.5,6,OS,NO
11/2/2021,Outsole #FB1079,Puma,8,6,OS,NO
11/2/2021,Outsole Puma PACE #FB1065,Puma,7,2,OS,NO
11/2/2021,Outsole Puma PACE #FB1065,Puma,8,2,OS,NO
11/2/2021,Shank Climacool Vento #54551,Adidas,6-6.5,20,SHK,NO
11/2/2021,Shank Fast Trac Elite #JO1181,Puma,7.5-8.5,70,SHK,NO
11/2/2021,Shank Fast Trac Elite #JO1181,Puma,4.5-5.5,20,SHK,NO
11/2/2021,Shank Fast Trac Elite #JO1181,Puma,9-10,20,SHK,NO
11/2/2021,Shank Fast Trac Elite #JO1181,Puma,3-4,70,SHK,NO
11/2/2021,Shank Fast Trac Elite #JO1181,Puma,6-7,30,SHK,NO
11/3/2021,Outsole evoSPEED 360.5 FG#FB1010,Puma,8-8.5,30,OS,Color Chip
11/4/2021,Foot bed Climacool Vento #54551,Adidas,6-6.5,20,OS,NO
11/4/2021,Heel Counter C4003R,Adidas,,600,HC,NO
11/4/2021,Heel Counter C4003R,Adidas,No.8(14-15),600,HC,NO
11/4/2021,Outsole Future FG-AG #FB1118,Puma,8-9.5,10,OS,NO
11/4/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
11/4/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,20,OS,NO
11/4/2021,Outsole Game Changer Pro #FB1043,Puma,9.5,4,OS,NO
11/4/2021,Outsole Game Changer Pro #FB1043,Puma,7,8,OS,NO
11/4/2021,Outsole Game Changer Pro #FB1043,Puma,9,6,OS,NO
11/4/2021,Outsole Game Changer SG#FB1044,Puma,9,6,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,6.5,29,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,5.5,24,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,4,18,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,10.5,12,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,9,5,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,5,38,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,8,14,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,8.5,5,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,7.5,21,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,3.5,9,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,7,16,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,3,8,OS,NO
11/4/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,6,53,OS,NO
11/5/2021,Outsole Cloud X2 #ON054-RB,ON Running,10,18,OS,NO
11/5/2021,Outsole Future MG #FB1095,Puma,8-8.5,18,OS,NO
11/5/2021,Outsole Future MG #FB1095,Puma,8-8.5,16,OS,Color Chip
11/5/2021,Outsole Future MG #FB1095,Puma,8-8.5,16,OS,NO
11/5/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,16,OS,Color Chip
11/5/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,16,OS,Color Chip
11/5/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,16,OS,Color Chip
11/5/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,3,OS,Color Chip
11/5/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,3,OS,Color Chip
11/8/2021,Heel Counter C4003R,Adidas,No.1(3-4.5),400,HC,NO
11/8/2021,Outsole Future FG-AG #FB1118,Puma,8,8,OS,Color Chip
11/8/2021,Outsole Future MG #FB1095,Puma,8-8.5,3,OS,NO
11/8/2021,Outsole Future MxSG #FB1119,Puma,8,8,OS,Color Chip
11/9/2021,Outsole Adizero 13 #59233,Adidas,11,22,OS,NO
11/9/2021,Outsole Adizero 13 #59233,Adidas,11,22,OS,NO
11/10/2021,NB CR M/W574,NB,M:4-8.5/W:5.5-10,18,EX-HC,NO
11/10/2021,Outsole #FB1079,Puma,8,4,OS,NO
11/10/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
11/10/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
11/10/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,10,9,OS,NO
11/10/2021,Outsole Puma PACE #FB1065,Puma,11,2,OS,NO
11/11/2021,Outsole Future MG #FB1095,Puma,8-8.5,18,OS,NO
11/11/2021,Outsole Future MG #FB1095,Puma,8-8.5,18,OS,NO
11/11/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,1,OS,NO
11/12/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
11/12/2021,Panel Spectrum SS25 #FT-21009-P0,Adidas,8.5,120,Others,NO
11/12/2021,Second Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,8.5,120,Others,NO
11/14/2021,Heel counter C 8-0114-M/W,NB,No.4(9.5-11),200,HC,NO
11/14/2021,Heel counter C 8-0114-M/W,NB,No.2(5.5-7),200,HC,NO
11/14/2021,Heel counter C 8-0114-M/W,NB,No.3(7.5-9),200,HC,NO
11/15/2021,Adidas-Middle bottom stud,Adidas,33x43mm,100,Studs,NO
11/15/2021,Heel Counter A1006,Adidas,No.4(8-9),200,HC,NO
11/15/2021,Heelcap Response Super X #52910HT,Adidas,5-6,10,Others,NO
11/15/2021,Insole Board JV8-0425-1,NB,9.5,4,IB,NO
11/15/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,2-2.5,8,OS,NO
11/15/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,2-2.5,2,OS,NO
11/15/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,20,Others,NO
11/16/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,2-2.5,5,OS,NO
11/17/2021,Outsole Adizero 13 #59233,Adidas,11,5,OS,NO
11/17/2021,Outsole Energy Boost X #EB-CR1-OS,Adidas,8.5,5,OS,NO
11/17/2021,Outsole Future MxSG #FB1089,Puma,8,10,OS,NO
11/17/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
11/17/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
11/17/2021,Outsole Game Changer Pro #FB1043,Puma,13,3,OS,NO
11/17/2021,Outsole Game Changer Pro #FB1043,Puma,9,3,OS,NO
11/17/2021,Outsole Game Changer Pro #FB1043,Puma,9.5,5,OS,NO
11/17/2021,Outsole Game Changer Pro #FB1043,Puma,8.5,5,OS,NO
11/17/2021,Outsole Game Changer Pro #FB1043,Puma,8.5,7,OS,NO
11/18/2021,Heelcap Energy Boost X #EB-CR1-HC,Adidas,8.5,20,Others,NO
11/19/2021,Outsole Future MG #FB1095,Puma,7-7.5,1,OS,NO
11/19/2021,Outsole Future MG #FB1095,Puma,9-9.5,2,OS,NO
11/19/2021,Outsole Future MG #FB1095,Puma,9-9.5,2,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5.5,1,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,6,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,11,3,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9.5,1,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,5,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7,4,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,5,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,3,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,5,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,4,1,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,5,OS,NO
11/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9.5,1,OS,NO
11/23/2021,Heel counter C9004R,,No.5(13.5K-1.5),200,HC,NO
11/23/2021,Outsole Humanrace Sichona #56315,Adidas,8.5,40,OS,NO
11/23/2021,Outsole Humanrace Sichona #56315,Adidas,8.5,40,OS,NO
11/23/2021,Outsole Humanrace Sichona #56315,Adidas,8.5,40,OS,NO
11/24/2021,Outsole NB#MB3000V4,NB,14,9,OS,Color Chip
11/24/2021,Outsole NB#MB3000V4,NB,14,9,OS,Color Chip
11/24/2021,Outsole NB#MB3000V4,NB,14,5,OS,Color Chip
11/24/2021,Outsole NB#MB3000V4,NB,14,9,OS,Color Chip
11/24/2021,Outsole NB#MB3000V4,NB,14,5,OS,Color Chip
11/24/2021,Outsole NB#MB3000V4,NB,14,9,OS,Color Chip
11/25/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,6,OS,NO
11/25/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,5,OS,NO
11/25/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,7,OS,NO
11/25/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,2,OS,NO
11/25/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,2,OS,NO
11/26/2021,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,NO
11/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,Color Chip
11/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,20,OS,NO
11/26/2021,Outsole Puma PACE #FB1065,Puma,8,20,OS,NO
11/26/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,6,OS,NO
11/26/2021,Panel Spectrum SS25 #FT-21009-P0,Adidas,8.5,20,Others,NO
11/26/2021,Panel Spectrum SS25 #FT-21009-P0,Adidas,8.5,20,Others,NO
11/26/2021,Panel Spectrum SS25 #FT-21009-P0,Adidas,8.5,20,Others,NO
11/27/2021,Heel Counter C4003R,Adidas,No.4(8-9),800,HC,NO
11/27/2021,Heel Counter C4003R,Adidas,No.1(3-4.5),600,HC,NO
11/27/2021,Heel Counter C4003R,Adidas,No.2(5-6),800,HC,NO
11/27/2021,Outsole Puma #FB1103,,7.5,15,OS,NO
11/27/2021,Outsole Puma #FB1103,,7.5,10,OS,NO
11/27/2021,Outsole Puma #FB1103,,7.5,10,OS,NO
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,NO
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,10,OS,NO
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,10,OS,NO
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,10,OS,NO
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,Color Chip
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,Color Chip
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,Color Chip
11/29/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,Color Chip
11/29/2021,P3 TRXSG#18635,Adidas,13,7,OS,NO
11/29/2021,P3 TRXSG#18635,Adidas,9,7,OS,NO
11/29/2021,P3 TRXSG#18635,Adidas,7,7,OS,NO
11/29/2021,P3 TRXSG#18635,Adidas,8.5,7,OS,NO
11/29/2021,P3 TRXSG#18635,Adidas,12.5,5,OS,NO
11/29/2021,P3 TRXSG#18635,Adidas,6.5,7,OS,NO
12/1/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,15,OS,NO
12/2/2021,Heel counter C 8-0114-M/W,NB,No.2(5.5-7),200,HC,NO
12/2/2021,Outsole #MB4040V5,NB,M'S8-8.5/W's9.5-10,4,OS,NO
12/2/2021,Outsole #MB4040V5,NB,M'S9-9.5/W's10.5-11,20,OS,NO
12/2/2021,Outsole #MB4040V5,NB,M:12-12.5,10,OS,NO
12/2/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,15,OS,NO
12/2/2021,Outsole #MB4040V5,NB,M'S10-10.5/W's11.5-12,15,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,35,OS,Color Chip
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,35,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,15,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,15,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,15,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,5,OS,NO
12/2/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,15,OS,NO
12/2/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,15,OS,Color Chip
12/2/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,15,OS,NO
12/2/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,35,OS,NO
12/2/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/2/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,13,3,OS,NO
12/2/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,3,OS,NO
12/2/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,3,OS,NO
12/2/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,4,OS,NO
12/2/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,3,3,OS,NO
12/2/2021,Outsole NB#MB3000V4,NB,12-12.5,10,OS,NO
12/2/2021,Outsole NB#MB3000V4,NB,9-9.5,20,OS,NO
12/2/2021,Outsole NB#MB3000V4,NB,8-8.5,4,OS,NO
12/2/2021,Outsole NB#MB3000V4,NB,10-10.5,15,OS,NO
12/2/2021,Outsole NB#MB3000V4,NB,11-11.5,15,OS,NO
12/2/2021,Outsole Puma PACE #FB1065,Puma,8,10,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,12,2,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,12,2,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,9-9.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,7-7.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,9-9.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,11-11.5,2,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,10-10.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,7-7.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,5-5.5,4,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,11-11.5,2,OS,NO
12/2/2021,Outsole Ultra FG #FB1106,Puma,10-10.5,4,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,2-2.5,4,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,4,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,10K-10.5K,2,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,1-1.5,4,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,12K-12.5K,2,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,4-4.5,2,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,11K-11.5K,4,OS,NO
12/2/2021,Outsole Ultra FG Jr #FB1107,Puma,13K-13.5K,2,OS,NO
12/3/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,12,OS,NO
12/3/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,14,OS,NO
12/3/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,14,OS,Color Chip
12/3/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,14,OS,NO
12/3/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,23,OS,NO
12/3/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,4,OS,NO
12/3/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,4,OS,NO
12/3/2021,Outsole Future FG-AG #FB1118,Puma,6,5,OS,NO
12/3/2021,Outsole Future MG #FB1095,Puma,8-8.5,8,OS,NO
12/3/2021,Outsole Future MG #FB1095,Puma,8-8.5,8,OS,NO
12/3/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,6,OS,NO
12/3/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,2,OS,NO
12/3/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7,2,OS,NO
12/3/2021,Outsole Tekela 4 FG #PFG004,NB,7.5-8,3,OS,NO
12/3/2021,Outsole Tekela 4 FG #PFG004,NB,6.5-7,2,OS,NO
12/3/2021,Shank BB2WXYV3,NB,9.5-12,18,SHK,Color Chip
12/4/2021,Disc R Curved 015600,Puma,complete set(40t),8,Others,NO
12/4/2021,Disc R Curved 015600,Puma,complete set(40t),8,Others,NO
12/4/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,10,OS,NO
12/6/2021,Heel counter C9004R,Adidas,No.7(3.5-4.5),200,HC,NO
12/6/2021,Outsole MB3000V2,NB,12-12.5,4,OS,NO
12/6/2021,Shank Climacool Vento #54551,Adidas,9-9.5,6,SHK,NO
12/7/2021,Foot bed Climacool Vento #54551,Adidas,6-6.5,30,OS,NO
12/7/2021,Heel counter TS042,Puma,No.3(6-7),5,HC,NO
12/7/2021,Heel counter TS042,Puma,No.4(7.5-8.5),5,HC,NO
12/7/2021,Heel counter TS042,Puma,No.5(9-10),4,HC,NO
12/7/2021,Midsole Climawarm T&P #57531,Adidas,8.5,5,Others,NO
12/7/2021,Midsole Climawarm T&P #57531,Adidas,8.5,5,Others,NO
12/7/2021,Midsole Climawarm T&P #57531,Adidas,8.5,15,Others,NO
12/7/2021,Midsole Climawarm T&P #57531,Adidas,8.5,15,Others,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,7,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,7,OS,NO
12/7/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,NO
12/7/2021,Outsole Evospeed 3+4 i SG#FB396,Puma,8-8.5,3,OS,NO
12/7/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,10,OS,NO
12/7/2021,Outsole NB#MB3000V4,NB,6-6.5,84,OS,NO
12/7/2021,Outsole NB#MB3000V4,NB,6-6.5,12,OS,NO
12/7/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,21,OS,NO
